,S_0,S_1,E_0,E_1,Ia_0,Ia_1,Is_0,Is_1,H_0,H_1,U_0,U_1,R_0,R_1,D_0,D_1,Nw_0,Nw_1
78,0.9538856717922115,0.9856996794306956,0.007797108489537761,0.002413616175171366,0.00467301251289803,0.00034935480395878894,0.0013196755232980878,0.0016242649498380394,7.97938938174293e-05,0.0005371188413829502,1.843496628056989e-05,0.0002974227097893685,0.03220510460901598,0.00876081971661273,2.119821294045515e-05,0.00031772337255100855,0.007734268368420906,0.009491672611533886
79,0.9515177598008252,0.9849599747249221,0.008169515030638392,0.002534876408374501,0.004899377820250776,0.00036702224002997164,0.001383696382711062,0.0017064617181888977,8.379021854803214e-05,0.0005647120863372769,1.9368532556606258e-05,0.0003127615142855417,0.033904127376232655,0.009219098345160678,2.2364838237055757e-05,0.0003350929627008281,0.008136153720304608,0.009990129796234431
80,0.949039142727983,0.9841834792290898,0.00855757740017521,0.0026618975677433323,0.005135576968791975,0.00038554134241101034,0.0014505076396251252,0.0017926266751046296,8.797139129697769e-05,0.000593676542617052,2.034589662534208e-05,0.0003288657256183398,0.03568528803048035,0.009700557331800535,2.358994502185899e-05,0.0003533555856150526,0.008557181541827108,0.010513596596646345
81,0.9464454053026682,0.9833684837544131,0.008961740744028411,0.002794918399241106,0.005381925977708634,0.0004049487903328523,0.0015201999611855603,0.001882931328725214,9.234467016846804e-05,0.0006240759404327306,2.1368853892586067e-05,0.0003457713722983134,0.03755213825039727,0.010206314763463118,2.487623995070443e-05,0.000372555651093244,0.00899815139739812,0.011063258168142473
82,0.943732031203895,0.9825132126659972,0.009382441486660214,0.0029341840263187795,0.005638738359072182,0.00042528233844243323,0.0015928634912950785,0.001977552319679588,9.691746040939555e-05,0.000655976477919899,2.2439244768366816e-05,0.0003635159233150035,0.039508342218368186,0.010737536627848413,2.622653553133818e-05,0.0003927396204783813,0.009459884958865147,0.011640348080524707
83,0.9408944079648355,0.9816158225032283,0.009820104533588128,0.00307994574791685,0.005906323743915179,0.0004465808041706289,0.0016685874693584534,0.002076671371570083,0.00010169730317699237,0.0006894468701242045,2.355895298739995e-05,0.0003821383220832866,0.04155767627969764,0.011295438295304562,2.7643752440606962e-05,0.0004139560856018515,0.009943225581254165,0.012246149592776577
84,0.9379278383855156,0.9806744003785658,0.010275136127506473,0.003232460270163085,0.006184987112548125,0.0004688840819445463,0.0017474599135469196,0.002180475322663127,0.00010669184640667072,0.0007245583957524594,2.4729901213411714e-05,0.00040167902691460303,0.043704025790536324,0.011881286630072166,2.913092272631842e-05,0.00043625589392400337,0.010449037443049827,0.012881997562853754
85,0.9348275451001394,0.9796869637438892,0.010747922515325999,0.003391989466221315,0.006475027247225018,0.0004922331180061365,0.001829567220873145,0.0022891560134145855,0.00011190883646225542,0.0007613849031143574,2.5954049389109887e-05,0.00042218001892449617,0.04595138384034894,0.01249640055086232,3.0691190236039915e-05,0.000459692185567425,0.010978204894810129,0.01354927882956353
86,0.9315886814871192,0.9786514591978362,0.011238824957135041,0.003558799780890051,0.006776734381364905,0.0005166698770725515,0.0019149935065514165,0.0024029101321709234,0.00011735609420566118,0.0008000028467329041,2.723339067928855e-05,0.00044368483457985896,0.04830384837009807,0.013142152828762917,3.232781284641509e-05,0.00048432050195435644,0.01153163126710939,0.01424943365371735
87,0.9282063437542967,0.977565761785526,0.011748176773008689,0.0037331619407840275,0.0070903857266156915,0.000542237200871939,0.002003819462728042,0.002521938642517887,0.00012304149269239936,0.0008404913168807417,2.856994702993521e-05,0.0004662385911934733,0.05076561868017922,0.013819971640750087,3.4044163449240465e-05,0.0005101988814755759,0.01211023703139062,0.014983956516133413
88,0.9246755768648346,0.9764276749504139,0.012276280552545461,0.003915350562375749,0.007416245001484639,0.0005689787940641884,0.002096122189502262,0.0026464467079613126,0.0001289729430510304,0.0008829320356109864,2.9965766739897805e-05,0.0004898879905943643,0.053340992951536895,0.014531341061890368,3.584373030512935e-05,0.0005373878970888428,0.012714959168505218,0.015754396472353525
89,0.9209913977264178,0.9752349301089507,0.012823399141628142,0.004105642919580123,0.00775455833602379,0.0005969390985459948,0.0021919740242790386,0.002776643131711719,0.0001351583434706713,0.0009274093588458322,3.1422915258338674e-05,0.0005146813414599823,0.056034359394537624,0.015277803229836072,3.7730118384513536e-05,0.0005659508110693051,0.013346748313741158,0.016562358488770322
90,0.9171488053108765,0.9739851874216561,0.013389751640584393,0.0043043180481403195,0.008105553547818802,0.0006261632964429895,0.0022914422761627596,0.0029127403088649094,0.00014160555518924578,0.0009740102290225963,3.29434708660298e-05,0.0005406685442863946,0.05885019114964374,0.016060958536427878,3.9707048858343306e-05,0.0005959536151586017,0.014006567524730389,0.017409503543005234
91,0.913142798004884,0.9726760361720412,0.013975508581975403,0.004511655954662172,0.008469435781583353,0.000656697155192254,0.0023945880756568528,0.003054953567869679,0.00014832236800292817,0.0010228241562392855,3.4529517787679826e-05,0.0005679010942630495,0.06179303931140061,0.016882466775370635,4.17783587090363e-05,0.000627465124361465,0.014695389758271019,0.018297548956009057
92,0.9089683914720978,0.9713049955512199,0.014580786798288786,0.0047279367091288,0.008846383731665198,0.000688586881052671,0.0025014653516249492,0.003203500534051712,0.00015531646316471794,0.0010739431803756827,3.618313888020789e-05,0.0005964320742720007,0.06486752504441848,0.017744048008737853,4.394799985969511e-05,0.0006605570611612105,0.015414195306598853,0.01922826849109704
93,0.9046206411897906,0.969869516143203,0.015205642560202272,0.00495343916616369,0.009236545977837858,0.0007218789545315112,0.002612119788835833,0.00335860039330785,0.00016259536403902586,0.0011274617994777108,3.790640608966347e-05,0.0006263161333603245,0.06807832867567966,0.018647483263437757,4.622003752493579e-05,0.0006953041465178008,0.01616396864053797,0.020203492187465973
94,0.9000946648618918,0.968366981968266,0.015850064335181803,0.0051884393465581645,0.009640038190879965,0.0007566200238845849,0.002726587988699365,0.003520473361289544,0.0001701663860143288,0.001183476867060471,3.970137081341808e-05,0.0006576094501736423,0.0714301782184576,0.01959461480511462,4.859864806152318e-05,0.000731784177652608,0.016945695354004194,0.02122510601773603
95,0.89538566707471,0.9667947129703247,0.016513966682945906,0.0054332089874562185,0.010056938603880567,0.0007928566946039501,0.0028448962274627947,0.003689339744759692,0.00017803658398855975,0.0012420874795261428,4.1570053220158075e-05,0.0006903696899121754,0.0749278366579901,0.020587346327464607,5.10881158017293e-05,0.0007700781059521202,0.017760358427883975,0.022295051051691068
