UTI_mean,UTI_lb,UTI_ub
5252.24909830952,1501.6293231757863,7728.53597582908
5591.150139802208,1579.3309811578915,8238.254321178047
5949.296320571121,1660.2778080207017,8777.292227093993
6327.416767415813,1744.5196844545335,9346.73636470113
6726.21706207739,1832.0980094247025,9947.6281217332
7146.370521470408,1923.0418126690338,10582.619934115217
7588.508375397935,2017.3701618314544,11254.014099943804
8053.208971034412,2115.087669638093,11959.891702945606
8540.986430523386,2216.1865254719187,12700.939803081164
9052.277952246537,2320.6420948925534,13477.705197394349
9587.430567409367,2428.4128191651716,14290.571352354502
10146.686928218785,2539.439157558947,15139.735027158393
10730.171032539109,2653.6439835945384,16025.181129613697
11337.872744053599,2770.930380530521,16948.276930938384
11969.632663197806,2891.179660567439,17909.307384804506
12625.127260981511,3014.25402283971,18905.056507483358
13303.853494985238,3139.9901735392905,19934.347593903847
14005.114592963859,3268.2124084627703,20995.660764427048
14728.006733113072,3398.7178293877314,22087.109335250992
15471.40715245202,3647.040504400029,23206.42147084125
16233.964123851432,3922.8162362791845,24350.930357464535
17014.088814836836,4138.086458137672,25517.559588502023
17809.94982853042,4319.086979111411,26702.823261570826
18619.47092242993,4460.9350321915135,27902.82197129438
19440.331791929028,4575.125467662059,29113.25159869823
20269.972922540474,4681.844791962223,30329.421246971164
21105.60386549062,4780.045224736232,31546.27238727864
21944.216170704894,4868.689877028697,32758.41177379956
22782.60019373443,4961.69130696281,33960.14966976821
23617.365612021284,5113.688077843824,35142.480944433075
24444.966821092934,5265.21843574657,36300.4892352026
25261.732063219355,5415.86918969197,37436.29743637557
26063.89562381964,5565.201676520304,38543.66603296372
26847.633200578737,5712.750830244771,39611.83719112795
27609.099714853233,6027.322535646013,40634.724741540376
28344.469315256036,6294.947195109562,41621.17056933631
29049.9759476875,6460.320249507535,42548.1570470483
29721.95442807681,6621.253183569541,43393.44208990851
30356.88128795887,6915.908853059351,44169.88175798362
30951.414597770778,7348.188548919854,44872.74623185032
31502.430871265,7791.391663226095,45497.79836272502
32007.060241702155,8243.090292953912,46041.33767412124
32462.71720339439,8621.221530577302,46500.2547712107
32867.12839045435,8956.596676150362,46872.067978096886
33218.355426684,9289.303681742036,47154.94795522264
33514.81295229538,9758.447911746072,47347.73112439362
33755.28155760265,10397.36090318377,47449.928844071
33938.91551863788,11026.059331295357,47435.09877258114
34065.24555196181,11586.711070768477,47222.608562941066
34134.176484136224,11811.40414461667,47265.10086166246
34145.97995006066,11897.684147723703,47264.240189251126
34101.282438725924,11892.552777017041,47060.17673881643
34001.049616149125,11871.147512758565,46673.45989318265
33846.56690975176,11885.505083177824,46256.27997316938
33639.41650866653,11889.8743943343,45802.17714012249
33381.452263967716,11874.17718650354,45307.215137030435
33074.7725441293,11715.407476002158,44728.8524806618
32721.69126291313,11234.194553090092,44276.570426128455
32324.70796711629,11017.61732626304,43766.17228378362
31886.47787926246,10791.531115224203,43195.16864066125
31409.7818757529,10557.025622617493,42302.85993066408
30897.49697265113,10315.174566587015,41786.21233123023
30352.567224399983,10004.469218256269,41071.808157179075
29777.976308104186,9738.523120583934,40459.41215563849
29176.72200167334,9306.319391085424,39857.42378482575
28551.791595148585,9005.254018221465,39121.844782347565
27906.139930193865,8656.01789272128,38264.30711554355
27242.668804514036,8302.193709228442,37568.5128094397
26564.209232880487,7822.908127640359,36838.56313296307
25873.50551966544,7354.4455498852,36078.08860772337
25173.201465759532,6999.019539596506,35285.02953559355
24465.829007704884,6806.518065455355,34399.14048657444
23753.79834503546,6610.749769956488,33500.54760431731
23039.390590183808,6412.4864644017325,32609.281647115025
22324.752223533153,6212.475776946192,31752.847863774987
21611.891000671483,6011.434562963175,30907.384272518073
20902.67353541229,5516.299899925763,30015.430362447914
20198.824866735904,4867.4510973015895,29155.06973466478
19501.928494027474,4154.5189534206,28291.411810001628
18813.428056924746,3479.2676592395474,27427.060514738936
18134.629992166185,2841.6733376363827,26564.456823232096
17466.707318636596,2282.1812651942946,25706.51925948025
16810.703524323264,1808.4509966869064,24836.33532622955
16167.537581397686,1365.2281452690659,23954.72616689698
15538.009405527197,951.8394076334353,23078.849630464138
14922.80562261342,567.5138656729305,22219.216056708618
14322.505359033976,483.18944926311633,21376.886298191428
13737.586816306924,414.5553931157774,20552.779223958456
13168.433549774318,349.9538216388264,19747.682302942892
12615.34066114915,289.3319931275546,18962.255368759936
12078.521429967745,232.62958007929956,18197.039279266868
11558.113348195688,149.62902540556934,17452.46245450314
11054.184639694087,38.492372873248314,16728.84974805166
10566.739687643041,-62.93786017766797,16026.428150088013
10095.725409564373,-155.1422068480133,15345.335253037407
9641.036577124381,-238.60066774802,14687.129587149397
9202.521162234876,-313.78868483121187,14054.831367574536
8779.98525819742,-381.17397300214725,13459.296281858948
8373.198089003832,-441.2163598366096,12863.575511452762
7981.896484978442,-494.3651351999115,12285.740967815313
7605.789025164392,-541.0574546210637,11729.210086931205
7244.559913091993,-581.717162505498,11195.186539594255
6897.872746617858,-616.7568913756722,10682.536979502847
6565.3741862406,-670.7121893476333,10196.231841422334
6246.69666931233,-734.9572015828899,9729.751408413487
5941.461424505072,-790.9303425983353,9284.367312196626
5649.281541597184,-839.2186130599703,8855.836935383728
5369.763698277776,-880.3831529678146,8443.832522070341
5102.510671313843,-914.9606620278882,8049.063232737759
4847.123376131533,-970.5202078388038,7667.482861624165
4603.20263305421,-1043.2190644938346,7299.509655290132
4370.350549301367,-1106.046994092364,6947.513997089785
4148.172073924653,-1159.7389710993202,6610.411963856646
3936.27617320135,-1204.993597758344,6288.185038332493
3734.2767543882233,-1242.4742464319993,5980.851506687718
3541.7942382915094,-1272.8064440921376,5686.900238836697
3358.45586971617,-1284.4921417681444,5405.890852986498
3183.896254289845,-1253.4063851707374,5137.384313500801
3017.758324128201,-1227.8700878967375,4880.944821666806
2859.69372887538,-1205.1212047769172,4636.139989015557
2709.3631335162195,-1181.0893582645135,4402.542947365091
2566.436544740481,-1155.9687111662156,4179.733695823412
2430.5937149272086,-1129.938526642386,3967.2994090030306
2301.52417917411,-1103.1655896644866,3764.8353396821076
2178.9272777802257,-1075.8007623236304,3571.945117774727
2062.512343493367,-1047.9833123477815,3388.242805237209
1951.99868626092,-1019.841602233512,3213.3510591368113
1847.1154823094867,-991.4921866414197,3046.9027727593875
1747.6017601637484,-963.0406278267158,2888.541487021704
1653.2063145972043,-934.6662520391692,2737.5868977733235
1563.6873803011001,-917.306547673775,2593.390109244984
1478.812922392022,-898.8968891480984,2456.3975036747293
1398.3600072816143,-879.6079188817562,2326.2831327265276
1322.1147436835156,-859.5962156657254,2202.7334038987715
1249.8722069745568,-834.4584503486985,2085.4449998878276
1181.4359089118636,-799.7684894947868,1974.125961629261
1116.617989647419,-766.2103841300122,1868.4965787545827
1055.2385092013412,-733.7698359918336,1768.2874409099143
997.1255318856936,-702.4317437394004,1673.2403650186136
942.1148226842463,-672.1790395407743,1583.1078125680265
890.0495222698629,-642.9928903789631,1497.653341189844
840.7798704390731,-614.8538014862214,1416.655202685819
794.1630097597761,-587.7402222045341,1340.1308010511193
750.0626717698402,-561.6307630751231,1267.5997523870678
708.3492072212154,-536.5015556993752,1198.865071838956
668.8989239747918,-512.329051310888,1133.7391308897727
631.5940741514924,-489.8369844916724,1072.0420153450102
596.3225866392644,-468.6790632312353,1013.602364863486
