beta1,beta2,gammaH,gammaU,delta,h,ia0,e0
1.0915072824260401,0.7080071750348873,0.12837234371214581,0.14698212771266495,0.5058950049217791,0.24694964869487107,8.49678026373075e-08,4.241076239190944e-07
1.1283161023458494,0.6987757990355888,0.16582552532099584,0.1563499329843429,0.5485203289569786,0.25763883290556866,6.229075294379185e-07,5.623046733428936e-07
1.108930868325745,0.6519898736080812,0.127525987282709,0.17976187360595866,0.605329767248747,0.2458364336718189,3.2614233550940147e-07,9.62740915626703e-08
1.3593578838438314,0.7745656863857012,0.10107367006204272,0.18631291452151777,0.45756290774938174,0.27097066798656083,3.5666975811086756e-07,4.2765782436969526e-07
1.383069566726157,0.9310292576552741,0.09835157280880139,0.16070251486281548,0.3186332987996646,0.30545780688419316,1.8137458638665402e-07,2.07168482429103e-07
0.909833894462424,0.5408715103117578,0.13793038647652497,0.18479148217469013,0.7739890615286614,0.2939231493366212,7.081931233213696e-08,4.0940606600533804e-07
1.4352993326953893,0.7896985056632195,0.14339901293416807,0.17732780182401225,0.4382892312151381,0.2448317328116131,3.2122712139465145e-07,5.617762904465657e-07
1.1634692376497346,0.7266674215950956,0.09445199330017395,0.16121301982796885,0.5156317206201727,0.3087321647331131,4.0935545687853647e-07,4.1198199915802e-07
0.8712055052713412,0.5689202065918835,0.11154583441868816,0.10241562635509008,0.7173347892570694,0.31399397973812326,4.1985960824215656e-07,1.6898997379568617e-07
0.8785594117014782,0.5333662173495384,0.14784264775144015,0.15999003793989947,0.7696914628472262,0.25086469814911033,4.979291135705976e-07,4.990183587226666e-07
1.1653175997920224,0.6626169967133383,0.10483722292942718,0.142415857650648,0.5398732585444297,0.32873513076622835,3.4048776177296196e-08,4.659941407823967e-07
1.1218127688612785,0.7302829993449617,0.11257773272994348,0.1556774006631606,0.48858825744520323,0.30110614351024684,2.000124066447001e-07,5.760057047947435e-07
1.1598638531648018,0.6812328894514424,0.1493918411514933,0.15449659002158297,0.569317889857838,0.2726689650375123,1.925071793740149e-07,3.5682406666013944e-07
1.0106482637711758,0.5596494600277128,0.1784668446121369,0.14921998469534123,0.7507664460478234,0.22949834420706858,3.090778801187099e-07,3.183879803014225e-07
1.0911395744476722,0.6538181887106341,0.15904388908108266,0.13435415797117556,0.5949808143153802,0.2994974677205605,4.669763516376221e-07,2.967130586602962e-07
0.9703824630323695,0.5847053255937573,0.14962368805215864,0.1868008897810057,0.6647295191224554,0.22912910615218957,4.803137008662443e-07,5.59012525521787e-07
1.0272372220928523,0.6265023766439887,0.11352285141810672,0.12025485850688446,0.6049375935635793,0.2874685876779201,2.465833678135067e-07,2.2858757556727192e-07
1.063172162279023,0.6123397883561635,0.1908507354339789,0.11284069416469233,0.6389245802646111,0.3430761884551941,1.869479554193107e-07,2.575588686230555e-07
1.0077297330786752,0.6053938883827629,0.10926387142375357,0.10695985013597556,0.6560851451099011,0.3198712014897244,5.135897435622852e-07,4.0626563693369124e-07
1.0334642844582902,0.6382189122697026,0.14296960583931576,0.16135925796116188,0.5954200005570284,0.2560341974319686,3.877007480098911e-07,1.4658361550842937e-07
1.001308597367359,0.6208542298860008,0.16256384584462752,0.12150408407146349,0.6138278665516799,0.30411317705413293,1.9177746989590777e-07,3.578051965644382e-07
1.0868674343901776,0.705127960170284,0.11571705603974214,0.1711307039428054,0.5059477450200575,0.29052859300819184,4.857313537100916e-07,5.264444247229301e-07
0.9558610006436647,0.6017727772882857,0.14757415451036313,0.15738650250333838,0.6333028536055386,0.3062212637752345,9.291014687560046e-08,6.210596925995915e-07
1.0217766687193846,0.6888836798106789,0.13383215433974058,0.14468906614450802,0.5425349070849773,0.2790525290102696,6.28453175779712e-07,5.879480168151494e-08
0.8300245525897871,0.5175025035323417,0.15524785775690472,0.16162891126826434,0.813623972209031,0.3039973905955384,4.1277906016017224e-07,4.17663852583454e-07
1.2452404555084224,0.7546367555053926,0.1516353450379313,0.17036106593130462,0.49625189076971155,0.26444041819647374,3.3515533411308775e-07,3.375708983550665e-07
1.1673138203244873,0.7113724230681385,0.153869782621746,0.18253427795674498,0.4886904628080784,0.26068519485689917,5.713911563171823e-07,1.390941986709492e-07
0.9128355598866887,0.5622656634681179,0.11511039006399938,0.15515009867240848,0.7390798658862707,0.2843219291441926,5.880513621305415e-07,4.293828871345647e-07
1.0353866347539475,0.6041967859303402,0.10525743560189335,0.15692223398709865,0.6597241302563511,0.312510623753478,2.2465393878255842e-07,5.928381912050893e-07
0.8802274360528429,0.5176509911272738,0.12175198093850892,0.1961010392741985,0.774283913826933,0.29450403728409846,3.7261262667536393e-07,4.12308638568947e-07
1.038843540449729,0.6971576046157,0.12399281694828014,0.13986690080417788,0.5373729302997636,0.2906323013089164,5.184615023075828e-07,3.9495059447560345e-07
1.026421376381109,0.7091910083486958,0.14268222927209243,0.13871428232674976,0.5277046947289897,0.27401205199886747,2.4349183093513135e-07,6.413288637983257e-07
1.1040743523271126,0.656255989005699,0.15255617934207896,0.153960215821888,0.5440156690803163,0.26177639019642257,3.38775443446068e-07,3.1037430723832336e-07
0.7299257873737445,0.471485195400907,0.12272629651313317,0.18954212583458438,0.8676862651948037,0.28201597264550365,4.13989512116412e-07,4.4681364696644305e-07
1.1483178687013844,0.7737401593736313,0.16002032704019248,0.17829231775498058,0.4346246548175395,0.2812927269962559,3.1255703182573575e-07,3.816782387022373e-07
1.197501894046731,0.7514098070055348,0.18567363380611906,0.15151876762633973,0.44953964217175624,0.2437251234812643,6.354577665154218e-07,2.7370497756058543e-07
1.1913211001453865,0.6756202769231713,0.14319499193890944,0.1700789165687557,0.5360201969355688,0.25990261578441026,4.4253732492534747e-07,1.3500549439781196e-07
1.1033647890956304,0.7372614252849016,0.13624649192671062,0.11687948100337407,0.4972573760006161,0.3020461538548112,1.0851894918819687e-07,5.983128691318433e-07
1.1520025661364655,0.7136247865458312,0.17346511209970739,0.1386233857825022,0.4904054621201229,0.23965935338784342,4.1159071236335075e-07,2.3082170480954977e-07
1.3239650477988898,0.7391833979912449,0.11109675104511191,0.1823682378206857,0.4941380709943169,0.31306062565162585,3.6466288110509e-07,2.770839728979453e-07
1.2232708904904535,0.6805927519176803,0.15075477368350987,0.1391246033582728,0.5500955161976671,0.2921999481605915,2.6208129633083595e-07,5.39777251145124e-07
1.2273485254245906,0.7802979889468309,0.15730367443799878,0.1876381202927537,0.45339294368581595,0.25356172421423134,5.575980539231744e-08,6.480323678747848e-07
1.0503520261604808,0.7212597792141834,0.11253285928351454,0.13516333837959188,0.48878291085543113,0.3092562590479809,1.2452455888769717e-07,5.221754135539438e-07
1.1249534384686148,0.6859725248273687,0.10185483271401541,0.1925299234687281,0.5445847710099251,0.3083771155527903,4.777561481161372e-07,2.966121712446128e-07
1.2572638537032947,0.7258979215083694,0.172325477380776,0.17751693282495076,0.5009003687331581,0.2532508351393036,1.7114982664225632e-07,3.774703732469052e-07
1.0732886970146764,0.6774071151874373,0.1338572733123734,0.15796969549843815,0.5823064760268458,0.33363238697372094,3.4261368433930916e-07,2.593945868659623e-07
1.2031872518969962,0.6991616107627535,0.13761898561356772,0.17156377258247701,0.54038839909373,0.31448834551587845,3.3052394360908327e-07,4.873936190502144e-07
1.2251814512550425,0.676165741781676,0.19650309988824452,0.1244869872352245,0.5765442730892962,0.2940203441464842,4.89170239900417e-07,2.86912221430234e-07
1.105547941031017,0.6806586964562195,0.11266273801924331,0.16631645196569375,0.5287951063970839,0.32224742036314985,2.4226265898965917e-07,4.2691333916509857e-07
1.24493996065589,0.7118806117512794,0.14402565834446998,0.1425910101923445,0.5374834363562904,0.28587656649532683,3.714978746989175e-07,4.519536566376464e-07
0.9162082223239262,0.5377300674417579,0.15445773318058945,0.10933693565283435,0.7614447885851107,0.2906883597452294,4.1426462874389383e-07,1.8524487259005374e-07
1.2239293217307337,0.6621170224006113,0.11431570982246178,0.16348084963101217,0.5869075313026891,0.30761468646620427,1.5001163213715377e-07,2.452417837337396e-07
0.9882232673775657,0.6252300975286401,0.11823890058065539,0.10456375011446459,0.6516355063675267,0.3315123246715762,3.0558315861607134e-07,6.426662945166178e-07
0.8708680187251242,0.5659022210256115,0.08453705171141981,0.16275430326628704,0.7285372718027263,0.3352061241361541,5.768393129781445e-07,1.9694753198196126e-07
0.9324199674281444,0.6125955764812526,0.13200636730223456,0.17095718240258048,0.628049838851192,0.26809642687693014,4.700463393866504e-07,2.7626568245993786e-07
1.0434738127711074,0.5040666034842158,0.12332582700271563,0.13591664369130416,0.8615808189153561,0.30321310264813367,2.8880108470133344e-07,2.945775270236783e-07
0.7311027153683616,0.4384927254799562,0.1420650810585144,0.1415191348512814,0.9577893606251429,0.27546547516889724,4.535052523254569e-07,3.87874986630204e-07
0.770283885792779,0.506149588286511,0.12487809138499836,0.12741864456661145,0.863332378285752,0.30456748297360836,5.14015793228446e-07,5.654042845748464e-07
1.073658702719187,0.694361156969686,0.17103253077574337,0.13543366844279642,0.5165567356916906,0.27611347870802355,5.960416080471222e-07,6.643167908963765e-07
1.0923798421625655,0.7282153305071787,0.14894280310884878,0.17060310615906352,0.4855361524845042,0.2593096623079427,4.801902531879972e-07,6.696818740604924e-07
1.0984863887933545,0.7502190647331122,0.08850133195824032,0.17430778520658485,0.48502246029783325,0.3148379293022766,5.088670190814693e-07,4.0456057191110837e-07
0.8102286596683661,0.5071935397413032,0.13479238554482562,0.13235288981635587,0.8067423217927875,0.28487383641984454,4.502510084479774e-07,5.084743005098194e-07
1.1805782842499535,0.650879973661249,0.16473797796088555,0.16891304971288906,0.5856968510212679,0.25019454913853584,2.0293161748181258e-07,4.227148321511704e-08
1.1017539787319697,0.7052713234775101,0.14128501976382438,0.19010246337071537,0.49523997979677303,0.24583131420048665,3.919598252806913e-07,4.342412599885379e-07
1.1799945124514768,0.6803278956855062,0.1519421563257005,0.13945319313329016,0.5846568361521122,0.2996911434366217,6.40533540897651e-08,3.0616742262492165e-07
1.1308928715992594,0.6570952591163217,0.1503727559896033,0.17274400382607435,0.5931178897431089,0.29206882999754286,6.673941041111364e-08,1.390512846132533e-07
1.1783158635618307,0.610656658895702,0.12455502256041681,0.1591142599695306,0.6479898222850855,0.251558213260801,2.725569904771162e-07,6.435750483115762e-09
0.9409835306903119,0.6222571025747193,0.09237602399169517,0.14270715190815048,0.6604192375859494,0.318950204398274,3.6388596734624086e-07,3.204078668296764e-07
