Infec_mean,Infec_lb,Infec_ub
55143.9415392429,21641.490956678696,79428.53358211448
57856.654619327324,22167.246497154003,83650.68995826077
60696.82546912745,22695.032144203215,88082.73913974348
63669.828225981444,23224.51351590136,92733.85197755977
66781.20076918782,23755.38394088742,97613.48514233281
70036.63915840462,24287.399865791842,102731.32315877176
73441.99695294772,24820.46012920674,108097.33972608043
77003.27980953606,25354.529408718343,113721.77268377879
80726.64134808416,25889.736428473378,119615.08763835009
84618.3759425099,26426.31423474269,125787.98874645484
88684.90975022226,26964.723720940325,132251.3929425172
92932.79537103,27505.5624271961,139016.4127354909
97368.69860630983,28049.73933571839,146094.33403791516
101999.38617985105,28598.332201537414,153496.5918926358
106831.7136275081,29152.809389079222,161234.74357934482
111872.6088258974,29714.942819862714,169320.4395244658
117129.05453766421,30286.9101277726,177765.3778900187
122608.07191240157,30871.268626725767,186581.2913233118
128316.69454044804,31471.049589124683,195779.88032089142
134261.94820485509,32089.78574889386,205372.77641435576
140450.8255441033,32731.541857776872,215371.48780473007
146890.25878026165,33401.03211548348,225787.3376471675
153587.09037760555,34103.55363133084,236631.42865705153
160548.04082441414,34845.147982212424,247914.5802908598
167779.67791276128,35632.51031512738,259647.245232985
175288.37427559888,36473.14031693846,271839.44094592164
183080.2839697104,37375.33411008108,284500.70789666555
191161.28990485144,38348.22912291507,297639.9913640767
199536.97155572462,39401.86504464585,311265.59022623335
208212.56025153174,40547.1124127949,325385.08106607106
217192.90094865108,41795.781111491204,340005.21807637875
226482.40457302835,43160.569938147906,355131.85107496043
236085.00444690985,44655.07140582503,370769.8615126101
246004.11874974065,46293.81428542081,386923.0702776701
256242.59954885533,48092.17002092523,403594.1370146036
266802.69523067883,50066.32440135995,420784.50002415304
277686.0069617684,52233.23720708949,438494.2965662484
288893.44917272375,54610.5862886089,456722.2880613319
300425.21262824826,57216.70015000808,475465.7890620635
312280.72473274433,60105.19880521053,494720.5935401631
324458.6249105867,63279.82231411454,514480.9225216112
336956.72556710953,66744.68380701728,534739.3672587599
349771.99364318716,70519.57882911386,555486.8679858343
362900.52971180127,74624.26228099037,576712.6624649629
376337.54106899677,79078.36945023795,598404.2451820801
390077.3480353805,83901.20053999417,620547.3917526661
404113.361158754,89111.5517421466,643126.1241194913
418438.08949306293,94727.55163211958,666122.7262863602
433043.14311480604,100766.4863875485,689517.7825883771
447919.24294588756,107244.6105389332,713290.1787218123
463056.2420486455,114176.97892334557,737417.1723465348
478443.1411804669,121577.26129475911,761874.4431776621
494068.12101444555,129457.58866910182,786636.1538558812
509918.5792601917,137828.3999067382,811675.0452418397
525981.1666858222,146698.30402301706,836962.5031216561
542241.8359748818,156073.96581817768,862468.704680711
558685.8890080288,165959.99240345892,888162.6797150295
575298.0327181487,176358.85414607008,914012.4852988492
592062.4369583837,187270.81811512844,939985.2798662982
608962.7980574449,198693.90907189436,966047.5140662328
625982.4038221694,210623.88234952197,992165.0384091131
643104.2019095473,223054.24011667748,1018303.2609667587
660310.8703489463,235976.25408151187,1044427.311114524
677584.8857213297,249379.0043635317,1070502.1963901029
694908.5978841465,263249.45056151925,1096492.9466682575
712264.3009934662,277572.5280109481,1122364.7481287217
729634.3022489033,292331.24443490896,1148083.1290135512
747000.9962049951,307506.8054438422,1173614.0929167527
764346.9310076528,323078.7485066918,1198924.2626877401
781654.8745772487,339025.0962842519,1223981.0319512163
798907.8780967211,355322.5108203485,1248752.7231603535
816089.3353465314,371946.45101494505,1273208.6432937244
833183.0407270052,388871.35043402785,1297319.2715699812
850173.2431898372,406070.79448750475,1321056.331683827
867044.694098676,423517.68982264306,1344392.9150498826
883782.6928580613,441184.435997166,1367303.553077288
900373.1253538473,459043.0971948325,1389764.3064891247
916802.4995142539,477065.56651928904,1411752.8382803958
933057.9772322275,495223.72645103233,1433248.4601619137
949127.3969293828,513489.592203659,1454232.1748253638
964999.3041323316,531835.4760506302,1474686.7383235637
980662.9585608647,550234.0997816757,1494596.6593219107
996108.3498836951,568658.7229976906,1513948.2235359058
1011326.2061648739,587083.2594217784,1532729.5116730123
1026307.9965713759,605482.372728013,1550930.35857445
1041045.9306688117,623831.5711465371,1568542.4308153433
1055532.9577800506,642107.2883416559,1585559.0560763893
1069762.7575421836,660286.943822322,1601975.3021181428
1083729.7284305,678349.0110603569,1617787.8801331194
1097428.975038629,696273.0456657994,1632995.1476322492
1110856.2940801063,714039.7415228921,1647597.0012754255
1124008.1514423313,731630.9417225132,1661594.8783257601
1136881.665405215,749029.6580939603,1674991.6406820482
1149474.5838189768,766220.0950277864,1687791.5237054718
1161785.2569912204,783187.6270815916,1700000.0660073059
1173812.6164982219,799918.8084768748,1711624.023054561
1185556.1456196255,816401.3609954948,1722671.2784984997
1197015.8551774826,832624.1450849127,1733150.8066708385
1208192.2513296402,848577.1440136605,1743072.5538192228
1219086.3146955352,864228.4735963962,1752447.386129613
1229699.4634761484,879426.8201691261,1761286.9926666738
1240033.5320471963,894339.5776264598,1769603.8036162525
1250090.7386967854,908960.6946279923,1777410.8854581732
1259873.6603650372,923285.0525424478,1784721.8814977836
1269385.2036802627,937308.4381466669,1791550.9671664222
1278628.5785939652,951027.4936362542,1797912.7257611395
1287607.272159887,964439.6732851181,1803822.0688969453
1296325.0228701576,977543.2074465842,1809294.2187686893
1304785.7957874443,990337.0461753374,1814344.6228209499
1312993.7609798326,1002820.8335385157,1818988.8492701899
1320953.2677601608,1014994.8453979583,1823242.5772092647
1328668.8229906855,1026859.9563094052,1827121.5101566114
1336145.073678667,1038417.5972402871,1830641.3355383356
1343386.7832053665,1049669.7086158486,1833817.664026353
1350398.814765776,1060618.7065711461,1836665.9838938615
1357186.111732872,1071267.4340257824,1839201.6255873775
1363753.682715779,1081619.1360526858,1841439.7155885564
1370106.584502349,1091677.4104891045,1843395.1398615448
1376249.9085101523,1101446.185065891,1845082.529691367
1382188.766005314,1110929.6729641655,1846516.1971327334
1387928.2759622873,1120132.3537054558,1847710.1234334824
1393473.5533934403,1129058.928905904,1848677.943400332
1398829.6977554641,1137714.3079790317,1849432.920628565
1404001.7825155442,1146103.5662701798,1849987.9541617027
1408994.8460975147,1154231.9299564436,1850355.5349881947
1413813.8845499011,1162104.74918216,1850547.7427924185
1418463.8437966441,1169727.476706079,1850576.2422123034
1422949.6109169084,1177105.6445652288,1850452.2707123533
1427276.0101151667,1184244.8477707915,1850186.6448780284
1431447.7947738739,1191150.7222642524,1849789.7304393759
