ARmaior,Sexo,Armenor,NomeMunic,0 a 5,5 a 10,10 a 15,15 a 20,20 a 25,25 a 30,30 a 35,35 a 40,40 a 45,45 a 50,50 a 55,55 a 60,60 a 65,65 a 70,70 a 75,75 a 80,80 a 85,85 a 90,90+,Total
MARANHÃO,m,2109908,Santa Inês - MA,3099.237,3122.601,3549.086,3767.331,3732.495,2977.23,2851.225,2940.244,2753.306,2055.991,1727.424,1413.183,1146.347,935.9903,693.3274,470.8634,322.1696,178.6543,119.1764,37855.8814
MARANHÃO,m,2110005,Santa Luzia - MA,3592.907,3476.561,3882.43,3911.561,3561.149,2751.349,2458.385,2462.53,2177.832,1625.576,1517.22,1280.063,1055.432,871.4065,697.0979,470.4766,315.3944,148.9317,70.39384,36326.69594
MARANHÃO,m,2110039,Santa Luzia do Paruá - MA,1046.847,1049.449,1111.536,1161.147,1146.548,1032.985,1010.174,949.3952,697.3165,557.2983,493.982,378.079,347.3872,277.9905,237.5757,156.3483,102.9716,48.54108,34.15044,11839.72182
MARANHÃO,m,2110104,Santa Quitéria do Maranhão - MA,1357.524,1294.021,1427.976,1461.66,1357.246,1122.326,978.9875,912.2996,799.9278,657.5582,556.2727,464.4697,406.1096,345.1868,248.7245,192.5473,102.6855,66.30462,35.40735,13787.234169999998
MARANHÃO,m,2110203,Santa Rita - MA,1623.561,1618.597,1707.93,1811.957,1862.89,1788.25,1693.935,1479.778,1239.4,1064.206,808.671,720.3595,504.2185,431.5676,316.3702,232.3045,144.0449,77.94252,43.81245,19169.795169999998
MARANHÃO,m,2110237,Santana do Maranhão - MA,529.24,500.1866,519.9451,597.3415,635.265,497.2588,489.6282,441.5872,361.5395,327.1476,222.5613,163.2489,172.6182,139.5352,121.0453,86.84099,54.85894,27.24849,15.10313,5902.19995
MARANHÃO,m,2110278,Santo Amaro do Maranhão - MA,1102.595,1114.031,1046.987,1136.971,1045.81,871.2093,797.7521,622.3561,530.1666,355.5717,319.4838,226.5691,217.587,152.2397,136.2215,80.47827,49.92258,19.48757,15.17239,9840.61171
MARANHÃO,m,2110302,Santo Antônio dos Lopes - MA,478.9791,493.1692,617.0402,642.1124,583.3409,503.7045,450.1412,451.7051,482.0112,397.3403,303.6681,283.5946,209.7993,206.0186,152.4126,120.459,67.70524,30.72946,22.02358,6495.95458
MARANHÃO,m,2110401,São Benedito do Rio Preto - MA,1019.646,980.1539,1050.91,979.8799,894.5464,693.4091,586.4393,514.4168,453.0931,394.7122,307.6361,275.5197,235.5054,225.6223,141.9698,121.7755,62.97851,36.47511,29.35958,9004.048700000001
MARANHÃO,m,2110500,São Bento - MA,1779.832,1873.915,2028.576,2033.927,2067.742,1860.072,2074.525,1954.83,1728.848,1294.136,1231.198,984.7419,803.8998,601.5077,377.1548,258.2288,170.1534,95.5444,56.98991,23275.821709999997
MARANHÃO,m,2110609,São Bernardo - MA,1372.103,1336.909,1435.922,1394.239,1283.131,1110.026,1008.91,1075.642,852.0914,724.345,628.8825,504.543,398.6185,328.1013,225.7045,196.3466,112.2072,68.75119,40.33056,14096.803750000003
MARANHÃO,m,2110658,São Domingos do Azeitão - MA,326.1468,319.8688,365.5954,392.4528,332.7708,301.1349,252.9197,208.2311,216.4728,169.4422,191.685,151.2148,111.1811,80.11791,66.74373,51.98858,23.73964,15.49456,6.173224,3583.373844
MARANHÃO,m,2110708,São Domingos do Maranhão - MA,1247.362,1244.094,1451.582,1529.64,1505.937,1259.957,1105.906,1143.545,1006.357,912.9536,744.3352,616.1064,475.794,427.1435,344.6162,253.7138,150.2313,67.61738,50.26945,15537.160829999999
MARANHÃO,m,2110807,São Félix de Balsas - MA,142.7481,150.4069,182.389,182.365,200.2925,169.5239,172.1477,153.4052,135.3226,119.6196,126.1911,111.6997,83.04161,74.6256,57.68029,35.56018,24.32479,9.351337,5.295607,2135.990714
MARANHÃO,m,2110856,São Francisco do Brejão - MA,627.7333,631.3276,682.7456,691.5908,618.6236,514.2826,461.3439,479.7033,447.8991,358.8066,254.3929,254.5991,187.0351,169.1045,110.6208,66.80596,48.48199,26.53658,13.85185,6645.48518
MARANHÃO,m,2110906,São Francisco do Maranhão - MA,392.3986,398.8066,483.8317,516.2436,493.6688,421.597,359.1642,366.995,334.5748,307.8418,265.6448,228.7749,206.7376,174.5961,144.3428,115.3696,60.62563,36.7589,17.82622,5325.798650000001
MARANHÃO,m,2111003,São João Batista - MA,755.489,783.2075,917.4079,905.0803,892.1675,762.1523,755.9432,754.8641,639.2134,540.1764,435.621,382.9595,349.9792,257.8414,209.5799,164.503,104.0596,54.73948,35.85352,9700.838200000002
MARANHÃO,m,2111029,São João do Carú - MA,554.6343,511.5815,592.3727,586.154,552.5467,427.4534,364.8711,373.8912,332.7778,256.007,218.8484,160.3786,136.6423,112.1645,95.44834,58.5715,44.40251,21.9919,8.058195,5408.795944999999
MARANHÃO,m,2111052,São João do Paraíso - MA,403.6093,419.3337,515.5621,500.9544,532.6787,450.9711,384.979,421.375,353.5142,307.1201,304.6884,244.0824,194.9722,152.923,145.8879,99.78108,56.42221,31.06105,13.49852,5533.41436
MARANHÃO,m,2111078,São João do Soter - MA,929.5388,892.7662,1029.164,1030.741,804.2085,632.0218,533.3676,564.0669,504.5817,411.1827,373.8685,340.4483,319.6537,264.3728,217.4502,147.8615,86.57864,45.68983,29.94826,9157.510929999997
MARANHÃO,m,2111102,São João dos Patos - MA,859.4211,899.5933,1094.078,1016.54,1046.985,951.1542,890.4738,863.6716,793.3782,643.4072,630.859,585.1729,481.8239,366.0201,294.6614,199.0992,148.2701,83.19041,46.12606,11893.925469999998
MARANHÃO,m,2111201,São José de Ribamar - MA,8268.534,8441.388,9176.253,9561.037,10680.74,9925.617,10256.93,9215.897,7696.97,6562.007,5514.337,4006.323,2810.116,1873.276,1186.583,819.3645,457.4494,226.9203,133.8711,106813.61329999998
MARANHÃO,m,2111250,São José dos Basílios - MA,279.9926,284.1912,343.2519,317.2976,336.2627,294.0821,228.6193,214.7122,201.1689,179.0434,157.5717,148.3619,117.0809,99.94424,81.99563,60.5918,33.06898,18.24351,11.07116,3406.5517199999995
MARANHÃO,m,2111300,São Luís - MA,31238.36,33836.68,40706.53,42394.67,49471.99,46643.45,48821.6,44221.67,36629.54,30597.24,26743.54,21377.94,16607.58,12132.37,7931.035,5058.727,2986.062,1452.887,858.0349,499709.9058999999
MARANHÃO,m,2111409,São Luís Gonzaga do Maranhão - MA,675.8934,682.8696,793.4743,869.4981,761.2718,626.5417,572.4111,576.9712,532.456,414.7257,408.5065,308.5172,273.2091,250.9441,183.1801,138.5327,71.89678,41.04257,24.9782,8206.92015
MARANHÃO,m,2111508,São Mateus do Maranhão - MA,1761.844,1750.809,1948.508,1894.177,1820.641,1569.594,1344.573,1231.551,1159.56,993.1667,893.8002,850.8122,655.6271,540.8979,413.0802,282.9861,190.6055,90.44772,80.46372,19473.14434
MARANHÃO,m,2111532,São Pedro da Água Branca - MA,579.7202,562.7434,648.0318,611.1832,572.9697,516.2203,452.3126,437.7136,392.2702,297.4528,260.7332,210.9679,168.0803,151.9507,108.9001,88.88357,53.63118,22.96456,15.12791,6151.85722
MARANHÃO,m,2111573,São Pedro dos Crentes - MA,183.8314,181.7171,205.3438,228.2498,228.6916,208.6704,189.6015,169.5208,134.7315,131.3555,123.7884,88.4946,78.34819,62.54517,44.66644,39.07516,17.33726,9.057736,3.306286,2328.332642
MARANHÃO,m,2111607,São Raimundo das Mangabeiras - MA,798.3352,801.1978,893.761,912.7852,942.3696,796.3731,740.7429,687.0796,557.6095,459.7286,517.5553,407.1815,313.9795,249.9561,176.6511,120.1855,73.08917,45.56213,26.44425,9520.587049999998
MARANHÃO,m,2111631,São Raimundo do Doca Bezerra - MA,233.3436,227.5108,257.7623,282.0997,252.0785,248.2129,202.8181,192.6971,179.5283,135.7028,128.8037,99.28684,84.99622,86.77913,55.392,39.81517,25.55578,5.630515,6.309807,2744.323262
MARANHÃO,m,2111672,São Roberto - MA,378.1318,377.6357,404.185,326.067,366.6954,361.0111,281.1974,287.2351,282.543,194.774,156.1431,125.0159,80.21491,68.76538,50.75886,40.91453,21.83286,8.645559,5.618746,3817.3853449999997
MARANHÃO,m,2111706,São Vicente Ferrer - MA,916.6379,965.5618,1055.007,1070.858,1025.218,978.0082,898.0866,801.0767,672.522,590.1443,509.1549,430.1091,355.2961,257.4064,194.8974,130.3509,97.80734,52.44703,29.11016,11029.699829999996
MARANHÃO,m,2111722,Satubinha - MA,665.1579,651.1262,712.1403,685.5597,641.0455,508.7121,462.0331,471.9683,396.7088,317.6139,226.8574,189.8545,150.1904,108.9026,85.14124,60.21176,44.18081,18.54259,14.15096,6410.098060000001
MARANHÃO,m,2111748,Senador Alexandre Costa - MA,561.9681,539.9283,598.6277,557.7467,552.1542,485.2487,412.1195,319.2289,304.4348,259.0992,214.3864,206.1466,153.0105,142.5793,113.7477,80.30347,35.57486,22.21365,16.99712,5575.5157
MARANHÃO,m,2111763,Senador La Rocque - MA,806.1492,808.5044,925.6386,976.5985,881.9792,679.6176,596.9369,610.9439,556.798,488.7973,400.717,328.6425,302.1336,249.5123,200.1043,154.0413,96.16826,49.57099,25.47151,9138.32536
MARANHÃO,m,2111789,Serrano do Maranhão - MA,603.2103,588.6479,666.5744,693.5712,623.7405,487.5009,410.0884,416.3173,341.8242,311.6099,234.1319,224.6251,187.3073,173.9101,115.1154,79.5613,44.23953,20.41853,15.02729,6237.421450000001
MARANHÃO,m,2111805,Sítio Novo - MA,737.9868,740.8675,886.3058,801.0932,867.8232,786.0456,684.2893,680.5648,601.1381,568.7027,501.3956,389.0764,291.9794,195.5102,190.1192,118.6088,76.60205,38.13006,18.88466,9175.12337
MARANHÃO,m,2111904,Sucupira do Norte - MA,393.192,387.6053,452.7956,443.378,460.399,428.7764,378.9012,337.3726,273.5918,245.2843,241.0744,248.5104,179.6769,141.3805,109.5717,73.84538,47.57175,30.22183,18.76625,4891.91531
MARANHÃO,m,2111953,Sucupira do Riachão - MA,174.168,181.7805,223.0197,232.5117,216.079,189.8348,133.1977,118.8746,136.6226,123.6671,122.0048,112.0732,98.95227,72.81273,55.72616,34.59302,29.51828,15.72875,7.353477,2278.518387
MARANHÃO,m,2112001,Tasso Fragoso - MA,477.4059,446.1295,457.9178,430.8491,450.1879,404.5823,340.9207,313.1871,225.6566,185.6559,169.6236,173.6802,127.2178,108.9887,83.5822,50.44319,28.28782,11.69183,8.113455,4494.121594999999
MARANHÃO,m,2112100,Timbiras - MA,1246.551,1230.596,1360.538,1397.612,1359.932,1151.77,987.8631,907.1659,721.5968,680.7517,555.492,598.9422,434.5267,367.9568,258.7133,184.1505,114.9901,64.91684,42.93855,13667.003490000001
MARANHÃO,m,2112209,Timon - MA,6116.278,6228.336,7380.381,7896.972,8415.628,6897.777,6965.801,6599.35,5846.855,4560.258,3910.856,3077.859,2493.512,1880.963,1351.723,838.8125,579.5757,273.4967,175.1824,81489.61630000001
MARANHÃO,m,2112233,Trizidela do Vale - MA,795.2888,817.5092,951.1531,847.1904,871.1499,708.4342,793.2901,803.9464,635.5222,586.7511,452.7311,354.4172,300.9198,248.2243,189.4011,131.6575,88.41153,52.57496,31.03669,9659.609579999998
MARANHÃO,m,2112274,Tufilândia - MA,277.97,256.3735,297.954,314.9805,215.7108,184.1039,133.6727,185.2627,147.6462,118.6577,103.0678,89.12626,75.77374,74.74178,53.84536,40.86598,26.45714,13.79139,11.77053,2621.771979999999
MARANHÃO,m,2112308,Tuntum - MA,1671.331,1657.27,1947.601,1908.563,1752.247,1649.324,1399.147,1483.013,1308.528,1073.808,922.2975,804.7852,669.9276,548.6452,437.1067,307.1858,206.6056,100.4341,57.94721,19905.76690999999
MARANHÃO,m,2112407,Turiaçu - MA,1791.465,1707.292,1874.733,1840.783,1715.793,1481.846,1305.926,1206.974,973.6674,852.3602,677.9048,558.2749,423.6272,367.4151,259.5444,190.6887,111.858,73.26154,35.94764,17449.361879999993
MARANHÃO,m,2112456,Turilândia - MA,1640.449,1625.173,1704.156,1546.058,1338.933,1053.909,970.374,846.5394,720.3311,562.5594,503.4564,393.5647,321.3261,307.4401,190.7081,139.8069,75.0772,39.53715,18.70274,13998.101289999999
MARANHÃO,m,2112506,Tutóia - MA,3549.843,3409.804,3385.24,3487.735,3450.175,3008.656,2540.351,2231.842,2010.562,1507.724,1439.984,1131.341,821.8309,639.1606,528.9213,370.4603,205.7223,112.2494,85.94319,33917.544989999995
MARANHÃO,m,2112605,Urbano Santos - MA,1940.529,1847.959,1844.895,1583.336,1744.438,1387.521,1236.955,1087.844,813.5792,582.4106,520.6982,458.8484,328.1079,252.0393,199.3699,137.0629,96.25696,46.85199,35.74152,16144.44387
MARANHÃO,m,2112704,Vargem Grande - MA,3498.417,3284.773,3250.199,3284.865,3327.264,2719.161,2572.907,2326.527,1923.139,1465.679,1213.433,962.3334,769.9077,595.8047,471.1077,335.9704,197.6152,90.00562,53.43271,32342.541429999997
MARANHÃO,m,2112803,Viana - MA,2233.97,2237.731,2490.395,2546.659,2437.39,2067.843,1890.834,1861.063,1549.146,1278.196,1023.221,936.0772,719.1283,617.2248,466.7207,326.5767,214.5205,126.5636,72.61802,25095.877820000005
MARANHÃO,m,2112852,Vila Nova dos Martírios - MA,869.4487,818.5589,812.6352,948.5799,917.0732,700.1723,787.9194,662.6431,520.3905,384.7974,340.9708,258.7868,198.5874,147.4747,119.8769,78.43279,45.41516,21.48104,12.03566,8645.279850000003
MARANHÃO,m,2112902,Vitória do Mearim - MA,1307.116,1290.736,1469.149,1462.128,1346.716,1223.739,1063.168,1006.011,883.9657,709.5028,655.4657,565.748,497.7529,441.8761,271.6303,198.4043,136.2613,84.45051,43.21527,14657.035880000001
MARANHÃO,m,2113009,Vitorino Freire - MA,1308.051,1326.111,1594.104,1608.844,1604.955,1278.145,1159.898,1201.35,1014.549,890.741,762.5477,693.5191,547.4079,433.664,361.179,262.586,159.3379,88.1953,48.95603,16344.14093
MARANHÃO,m,2114007,Zé Doca - MA,2203.702,2206.705,2463.446,2423.066,2324.553,1958.324,1884.184,1929.459,1666.799,1239.573,1016.685,892.3733,707.3091,586.7392,468.982,330.0335,203.9077,112.9281,61.85991,24680.62881
MATO GROSSO,f,5100102,Acorizal - MT,152.0367,147.0171,150.3283,185.9213,160.9241,164.9601,164.9839,179.5229,177.066,141.2778,150.0259,145.6776,133.4404,124.3696,92.86591,72.07838,46.80391,22.49245,14.65341,2426.44576
MATO GROSSO,f,5100201,Água Boa - MT,978.9131,948.0386,967.0517,998.6437,947.6729,1069.298,1001.467,1071.268,1038.884,833.1033,747.6808,586.8076,429.7274,333.3917,236.9559,146.5828,85.0497,46.32714,23.85476,12490.7181
MATO GROSSO,f,5100250,Alta Floresta - MT,1617.105,1569.438,1717.314,1792.25,1862.114,2024.912,1827.183,1811.195,1750.651,1654.048,1573.144,1468.224,1004.743,808.8075,464.2006,355.7824,197.6218,107.2504,47.9421,23653.925799999997
MATO GROSSO,f,5100300,Alto Araguaia - MT,745.52,714.6028,704.507,740.0879,736.3007,784.2602,784.6373,773.9874,764.653,644.0078,581.5283,538.0791,375.7542,295.7926,228.8684,150.9163,97.21589,43.66668,29.35306,9733.73863
MATO GROSSO,f,5100359,Alto Boa Vista - MT,290.8522,263.5011,252.0029,275.3603,255.0678,224.7931,209.6537,237.253,207.3967,195.3304,133.2236,140.9385,91.85141,60.76431,39.81528,25.11782,14.53018,9.724744,11.65139,2938.828434
MATO GROSSO,f,5100409,Alto Garças - MT,386.0033,372.7087,390.3282,457.1699,382.8346,393.9395,417.3001,463.2255,427.3777,381.5099,328.0981,312.28,226.7115,180.8837,139.9853,89.40525,61.71363,28.66189,18.54369,5458.680460000001
MATO GROSSO,f,5100508,Alto Paraguai - MT,376.1104,364.9417,369.5813,389.2674,363.0313,381.1179,338.7908,369.967,357.9179,354.5836,286.7461,311.1061,206.2529,180.0327,111.1233,89.47299,50.98684,24.47059,21.01914,4946.5199600000005
MATO GROSSO,f,5100607,Alto Taquari - MT,606.3365,545.9992,474.9807,484.0557,649.9849,509.9466,564.1327,517.1028,460.9456,342.7056,289.7942,218.906,146.221,104.1268,59.18071,40.11677,20.88555,14.83421,4.774155,6055.029695
MATO GROSSO,f,5100805,Apiacás - MT,437.6523,385.0915,385.9618,426.6158,399.9942,428.8234,429.4359,345.2098,274.4314,296.1852,296.1419,262.3824,175.1448,97.42032,63.22076,43.09011,22.04147,12.14175,5.128021,4786.112831000001
MATO GROSSO,f,5101001,Araguaiana - MT,84.5061,83.19853,91.9835,93.17081,99.60909,116.6492,97.35158,108.8876,120.9979,114.1074,94.04204,95.16896,69.31696,57.55932,51.67873,29.64834,16.94527,6.634317,4.518719,1435.974366
MATO GROSSO,f,5101209,Araguainha - MT,20.10897,19.7172,21.3312,27.15265,27.4619,23.76289,21.1642,33.20177,42.84874,41.67859,46.94886,25.86876,20.54562,26.42312,14.58422,15.62322,7.028649,3.379499,3.745421,442.57547900000003
MATO GROSSO,f,5101258,Araputanga - MT,578.4532,576.5094,611.4908,632.6202,674.1478,646.9911,654.0429,633.5995,635.1335,547.1273,548.4968,419.7643,337.8821,230.6406,211.0532,126.5472,77.37979,39.92916,18.72956,8200.538410000001
MATO GROSSO,f,5101308,Arenápolis - MT,278.3072,283.9788,373.8595,323.3918,264.5413,307.6761,296.5008,320.1156,334.034,280.8848,293.569,287.0415,224.7958,178.932,118.7447,104.9977,61.49954,32.09877,21.19336,4386.162269999999
MATO GROSSO,f,5101407,Aripuanã - MT,1558.214,1448.58,1325.555,1124.697,1247.323,1256.608,1157.291,1121.175,1126.517,947.6266,714.0537,493.0654,336.0737,236.666,120.422,83.28382,49.39191,21.99318,9.718126,14378.254436
MATO GROSSO,f,5101605,Barão de Melgaço - MT,210.7243,202.118,222.1712,245.6725,194.5679,198.1706,208.1335,232.0737,227.6156,220.8656,209.2024,213.232,177.555,133.2877,99.13897,85.00944,44.22536,20.97018,15.32549,3160.0594399999995
MATO GROSSO,f,5101704,Barra do Bugres - MT,1408.131,1328.024,1307.195,1294.639,1394.428,1418.703,1318.492,1298.036,1219.29,1127.982,890.2399,715.8346,557.0085,411.4924,304.1947,185.1531,118.9051,52.79111,35.17868,16385.71809
MATO GROSSO,f,5101803,Barra do Garças - MT,1831.65,1838.044,1972.371,2077.708,2217.56,2250.606,2156.124,2191.089,2129.583,2027.454,1800.238,1707.287,1410.793,1102.594,785.8365,497.2646,354.426,167.276,99.45622,28617.360320000007
MATO GROSSO,f,5101852,Bom Jesus do Araguaia - MT,210.0217,200.6781,215.1244,255.557,194.092,226.6281,198.8771,222.3626,253.7086,230.6562,179.3798,147.0222,128.7814,100.3932,54.74601,34.537,23.9748,8.008612,4.927566,2889.476387999999
MATO GROSSO,f,5101902,Brasnorte - MT,1029.154,912.1389,860.1802,873.9616,878.2668,882.8833,840.2679,806.0784,720.1937,605.1774,517.3511,350.1331,288.7977,210.5788,116.3049,84.39056,38.83023,15.96818,8.557574,10039.214343999998
MATO GROSSO,f,5102504,Cáceres - MT,3394.664,3299.797,3395.769,3590.64,3460.487,3328.296,3424.588,3358.475,3284.212,3064.051,2586.697,2204.974,1939.414,1549.248,1107.109,776.1264,500.3447,273.8677,165.3258,44704.0856
MATO GROSSO,f,5102603,Campinápolis - MT,1053.106,914.8772,910.7347,752.345,544.8844,445.9144,460.881,473.1264,423.1852,352.1067,276.873,238.7205,164.3942,145.2057,112.9179,71.42497,44.27766,25.56052,28.06315,7438.5986
MATO GROSSO,f,5102637,Campo Novo do Parecis - MT,1913.98,1734.275,1547.999,1511.716,1826.666,1967.572,1908.759,1683.274,1389.896,1178.864,1030.013,778.9511,480.58,309.316,164.6157,119.7929,51.14993,18.34864,14.05097,19629.819239999997
MATO GROSSO,f,5102678,Campo Verde - MT,2358.759,2257.984,2052.878,2055.974,2120.511,2209.84,2197.359,2144.693,2043.846,1734.208,1496.906,1120.875,804.8181,552.6522,316.9693,191.5718,133.9118,52.77165,29.82492,25876.352770000005
MATO GROSSO,f,5102686,Campos de Júlio - MT,435.7124,396.3822,337.9715,393.1429,409.1311,416.6885,373.5671,309.8989,305.7933,243.6639,192.3321,140.1422,78.45035,51.51113,28.39857,12.35277,4.613051,3.579628,1.333158,4134.664757000001
MATO GROSSO,f,5102694,Canabrava do Norte - MT,175.5194,160.6185,174.4275,170.5423,142.0192,167.5413,140.3764,183.4384,165.3456,157.1435,121.3395,101.2419,79.22123,64.80159,45.80503,27.42784,18.50142,8.328704,4.555403,2108.194717
MATO GROSSO,f,5102702,Canarana - MT,841.1865,772.1308,787.5174,795.2047,763.107,832.5938,793.1723,840.2263,767.9032,635.1269,582.9105,558.4922,443.2234,307.0999,163.819,116.0967,84.51279,42.8467,21.29303,10148.463120000002
MATO GROSSO,f,5102793,Carlinda - MT,272.1712,253.06,270.1348,338.9575,336.892,307.0748,278.1268,282.6566,356.3506,339.3852,292.4311,295.247,226.0222,185.4232,149.7792,110.938,75.32489,30.3357,14.08591,4414.396699999999
MATO GROSSO,f,5102850,Castanheira - MT,279.2288,253.3758,273.0744,272.4619,323.6109,298.9776,292.8875,294.3111,304.8823,267.4038,247.749,218.3036,177.9762,119.2648,84.4249,70.71943,26.96613,18.78209,8.622436,3833.0226860000002
MATO GROSSO,f,5103007,Chapada dos Guimarães - MT,636.3663,612.8465,639.438,628.2194,656.0118,602.7087,635.1778,657.0809,684.8509,594.0819,591.0752,528.0617,431.9227,385.7234,277.1816,181.2398,102.1743,49.55168,32.26612,8925.978700000001
MATO GROSSO,f,5103056,Cláudia - MT,157.19,142.9677,136.6468,167.1517,176.7227,156.3072,158.6055,150.0958,141.7344,127.592,138.7188,136.3461,107.2966,66.66909,60.19324,24.17414,23.61562,8.986857,3.424494,2084.438741
MATO GROSSO,f,5103106,Cocalinho - MT,417.2908,398.0654,439.4685,350.8014,359.8431,370.6792,343.8712,376.2296,365.4611,365.7251,304.2113,227.1239,195.0659,122.4093,97.04974,72.21372,36.32546,20.59357,14.93099,4877.35928
MATO GROSSO,f,5103205,Colíder - MT,1010.065,1003.298,1107.949,1103.047,1175.135,1301.524,1233.031,1272.892,1188.197,1180.098,1023.068,914.2073,670.2175,504.4441,395.7391,295.1339,165.0814,84.34011,40.20654,15667.67395
MATO GROSSO,f,5103254,Colniza - MT,2366.805,2125.866,1864.789,1959.058,1907.987,1745.443,1675.586,1666.229,1441.665,1232.183,921.3596,757.4628,501.9969,319.4503,190.1903,107.929,46.60926,21.45676,8.810847,20860.876767
MATO GROSSO,f,5103304,Comodoro - MT,919.751,859.4425,865.0639,804.9556,777.5276,787.1114,791.9374,815.4468,743.4534,616.6764,542.7038,477.3965,351.4581,272.7505,176.7102,127.1877,61.07397,24.48724,12.91667,10028.05068
MATO GROSSO,f,5103353,Confresa - MT,1484.913,1357.154,1267.695,1379.64,1313.343,1258.803,1310.071,1355.712,1268.944,1058.16,782.0903,611.9954,458.5875,377.4343,242.1403,146.9808,65.83964,28.19022,10.89908,15778.592539999996
MATO GROSSO,f,5103361,Conquista D'Oeste - MT,1676.546,1625.788,1696.431,1647.273,1692.458,1759.121,1767.01,1771.462,1653.163,1407.478,1290.448,1114.049,814.1991,573.4922,399.4533,258.13,169.437,84.97732,45.35274,21446.268660000005
MATO GROSSO,f,5103379,Cotriguaçu - MT,1324.812,1169.89,1058.65,1056.323,1089.622,1048.061,977.2736,930.8571,799.3816,678.584,513.8898,368.113,291.1703,184.6892,127.5515,59.87972,30.95406,9.696899,3.464683,11722.863462000003
MATO GROSSO,f,5103403,Cuiabá - MT,19308.87,19587.49,20519.81,20218.38,22043.46,23325.3,25472.26,25588.95,24059.35,20740.92,18537.57,16534.53,14053.08,10342.87,7250.938,4401.803,2840.603,1451.818,920.4996,297198.5016000001
MATO GROSSO,f,5103437,Curvelândia - MT,842.2469,845.1457,918.9006,948.0177,883.654,917.897,1006.888,1041.101,937.8311,920.3942,849.2279,732.2726,562.7927,462.7276,325.768,226.8795,139.6626,63.91978,36.69599,12662.02287
MATO GROSSO,f,5103452,Denise - MT,370.7886,335.3275,350.4049,352.7743,385.7793,377.9073,325.3719,353.8041,321.5671,280.4739,229.5787,182.5978,145.0041,114.0768,87.76638,56.52836,29.79884,17.13475,8.533696,4325.218326000001
MATO GROSSO,f,5103502,Diamantino - MT,771.6033,730.4185,737.5823,759.7603,804.8079,813.3814,853.3564,810.5089,692.1005,698.1221,601.335,488.8072,391.3622,323.3444,219.4849,127.4464,84.73299,38.41563,18.10669,9964.677010000001
MATO GROSSO,f,5103601,Dom Aquino - MT,225.75,216.8412,246.7361,233.6503,246.1479,225.8071,251.3954,263.5893,247.4653,272.0069,253.3631,233.4398,197.5658,156.4357,132.0059,91.06946,54.13193,31.16984,22.36651,3600.93754
MATO GROSSO,f,5103700,Feliz Natal - MT,967.3291,823.7576,771.9447,832.3519,823.2356,697.7471,627.8802,590.6291,526.9552,423.6275,369.2138,292.879,216.7956,135.4859,69.60684,45.30815,26.13899,9.671792,3.317171,8253.875243
MATO GROSSO,f,5103809,Figueirópolis D'Oeste - MT,101.0102,103.4585,107.6096,121.4322,105.6079,117.0094,118.4336,121.7769,136.2653,118.5776,115.019,91.3482,88.15964,65.79075,64.63908,31.15619,27.47255,9.204122,5.330588,1649.30132
MATO GROSSO,f,5103858,Gaúcha do Norte - MT,399.7458,346.8685,333.1945,339.6593,316.3567,277.0263,236.8059,268.0607,235.3438,174.9481,197.0094,133.0677,107.4602,74.26776,53.17388,34.25886,18.30191,9.52187,2.296616,3557.3677960000005
MATO GROSSO,f,5103908,General Carneiro - MT,257.8336,238.0081,239.9712,203.6403,179.6125,207.8405,161.0083,184.1239,156.434,141.8156,154.099,114.2648,103.486,81.30434,60.73955,37.31273,27.93324,12.39696,8.406069,2570.230689
MATO GROSSO,f,5103957,Glória D'Oeste - MT,82.25249,78.02321,79.80596,88.59096,102.0502,96.32524,101.4546,109.7497,117.4617,100.6564,100.0019,88.31859,80.74311,59.56536,61.57027,36.9127,21.67341,13.41233,5.306036,1423.8741660000003
MATO GROSSO,f,5104104,Guarantã do Norte - MT,1241.845,1177.443,1220.05,1147.158,1292.292,1553.391,1580.811,1372.384,1175.706,1139.626,1252.689,983.1263,693.4538,502.194,312.8432,225.9029,131.7657,49.36924,22.79123,17074.84137
MATO GROSSO,f,5104203,Guiratinga - MT,370.8821,368.5784,413.0239,416.1541,417.1237,443.7711,455.6388,476.5445,526.7552,469.6984,467.8824,423.8088,392.6549,342.3253,215.6204,191.2665,102.5285,55.80931,33.66126,6583.727569999999
MATO GROSSO,f,5104500,Indiavaí - MT,95.36594,93.71913,98.56707,94.38111,70.99216,92.25556,102.7301,94.89743,85.78423,76.94091,72.48195,77.55054,64.91363,45.1945,33.82791,19.70331,13.05532,6.952889,3.162299,1242.4759880000001
MATO GROSSO,f,5104526,Ipiranga do Norte - MT,384.4058,340.4207,312.9202,329.1216,329.2677,346.9441,334.3849,313.155,277.2226,228.1747,188.69,153.404,120.6938,91.29006,52.14429,23.0126,8.358457,4.628776,1.747149,3839.9864319999997
MATO GROSSO,f,5104542,Itanhangá - MT,634.6302,573.0665,488.3239,545.3626,604.7775,713.4982,671.9393,667.0929,480.8696,377.8767,384.2001,337.7094,186.3343,107.9775,62.57315,28.95133,20.57466,8.743243,2.83263,6897.333713
MATO GROSSO,f,5104559,Itaúba - MT,374.5963,342.213,373.0541,390.2872,448.4896,383.5245,351.8305,359.5702,386.395,396.7586,321.6155,290.8716,217.3922,161.2671,120.3865,71.78987,45.31646,18.47298,8.286781,5062.117990999999
