ARmaior,Sexo,Armenor,NomeMunic,0 a 5,5 a 10,10 a 15,15 a 20,20 a 25,25 a 30,30 a 35,35 a 40,40 a 45,45 a 50,50 a 55,55 a 60,60 a 65,65 a 70,70 a 75,75 a 80,80 a 85,85 a 90,90+,Total
ALAGOAS,f,2706406,Pão de Açúcar - AL,921.7778,950.0994,982.9856,871.9763,1132.848,984.5799,881.8112,844.1742,769.4722,681.6969,608.4368,545.6188,433.1452,369.4884,249.2003,225.3625,161.4345,77.12478,59.64109,11750.87387
ALAGOAS,f,2706422,Pariconha - AL,421.2787,425.4592,448.0372,513.7883,453.2096,370.6601,366.7208,324.2606,334.7244,293.8322,251.9939,194.1721,155.8648,162.5467,171.5521,111.1778,77.03724,32.66169,25.64816,5134.62559
ALAGOAS,f,2706448,Paripueira - AL,588.2463,585.41,583.9206,702.0505,759.0185,626.9619,572.4422,574.3829,521.3968,444.7671,316.557,264.1687,237.1564,185.0288,125.8656,81.00743,50.66906,27.39736,18.42668,7264.8738299999995
ALAGOAS,f,2706505,Passo de Camaragibe - AL,691.4499,676.3235,682.7165,775.5092,691.884,597.5011,581.8466,566.4076,541.7419,423.6319,332.7999,271.3947,245.0405,201.1518,140.8601,92.80601,63.74653,33.03015,24.84595,7634.68784
ALAGOAS,f,2706604,Paulo Jacinto - AL,242.9365,257.8694,291.0765,333.888,300.0836,287.9649,272.8561,284.7341,246.3283,235.6848,185.9492,191.4361,146.9507,136.7747,111.5426,83.00324,56.01117,26.2044,19.4556,3710.74991
ALAGOAS,f,2706703,Penedo - AL,2219.486,2333.568,2540.593,2668.605,2957.638,2579.844,2589.996,2568.788,2319.555,1916.756,1865.683,1544.18,1241.164,1018.258,710.3321,512.6093,347.0965,214.7421,120.8807,32269.774700000005
ALAGOAS,f,2706802,Piaçabuçu - AL,676.6534,696.7363,698.1294,750.2049,845.1012,675.2622,671.5125,678.5273,564.3434,500.8241,467.3078,360.8585,334.3624,267.1798,188.1416,145.1332,112.3228,56.78992,30.71253,8720.10325
ALAGOAS,f,2706901,Pilar - AL,1347.509,1399.887,1500.215,1588.767,1678.166,1424.727,1396.839,1481.341,1326.365,1059.24,1006.914,760.7895,665.2472,485.091,387.952,263.1882,155.9709,84.66029,73.15927,18086.028360000004
ALAGOAS,f,2707008,Pindoba - AL,95.9342,96.69179,114.7555,143.8977,117.7909,124.6528,98.88978,101.3802,113.4818,79.15285,76.45937,71.63664,66.53165,57.50899,19.2423,19.64003,26.84473,7.657844,6.786783,1438.935857
ALAGOAS,f,2707107,Piranhas - AL,1183.929,1183.386,1197.976,1270.75,1314.787,1125.549,1013.29,882.3897,824.0578,689.3175,651.0793,487.1357,401.6262,311.8674,244.2864,166.1303,92.46971,49.75688,26.91303,13116.696920000002
ALAGOAS,f,2707206,Poço das Trincheiras - AL,648.7518,631.107,675.9033,700.626,663.3868,587.5773,541.1673,466.7266,410.8214,373.3063,347.521,311.3501,212.5948,189.5861,129.7904,91.28936,64.57447,32.17136,24.18211,7102.433499999998
ALAGOAS,f,2707305,Porto Calvo - AL,1093.327,1101.939,1161.312,1319.8,1344.495,1169.342,958.0787,1064.611,988.9581,810.2774,679.432,534.3564,459.7551,355.1376,254.8745,178.7261,115.3606,60.07391,37.17748,13687.033890000002
ALAGOAS,f,2707404,Porto de Pedras - AL,268.0408,268.059,303.9167,342.9701,315.38,276.7373,276.3177,271.9818,257.392,237.7107,210.9974,190.2641,143.2664,116.9441,76.30388,46.8709,44.36764,18.45247,16.49677,3682.46976
ALAGOAS,f,2707503,Porto Real do Colégio - AL,772.0842,803.6417,865.5172,874.3877,907.7238,858.764,782.3654,732.0417,652.3838,593.9557,523.6117,454.394,368.751,306.7666,243.1574,175.8463,121.3227,55.87384,36.94648,10129.53522
ALAGOAS,f,2707602,Quebrangulo - AL,380.0865,401.2475,448.1036,470.852,471.6221,472.6731,416.1097,406.2529,401.7517,338.7481,339.1338,261.8663,219.1157,218.5043,158.1507,107.4203,68.15458,34.96304,22.64055,5637.396469999999
ALAGOAS,f,2707701,Rio Largo - AL,2540.127,2640.354,2924.944,3155.91,3456.217,3154.256,2917.262,2890.826,2807.949,2569.584,2190.151,1771.887,1410.535,1038.72,777.5272,518.1153,353.8198,162.7363,117.8219,37398.7425
ALAGOAS,f,2707800,Roteiro - AL,322.1316,308.4088,316.2524,328.4876,308.7658,230.8367,243.6979,272.0124,226.2642,156.3772,129.0362,111.458,98.50799,79.55098,54.55993,45.36335,19.22424,9.190058,7.330594,3267.455942
ALAGOAS,f,2707909,Santa Luzia do Norte - AL,253.4126,254.075,272.694,345.8894,342.5415,285.3241,292.8144,268.4434,287.1242,248.354,183.4814,159.6861,135.0015,129.2126,91.78844,49.94602,35.34542,11.9162,13.90306,3660.953339999999
ALAGOAS,f,2708006,Santana do Ipanema - AL,1929.27,1933.615,1967.749,2339.358,2299.494,2010.617,1929.144,1734.922,1582.904,1358.47,1257.009,1060.455,841.1375,669.2328,536.8341,405.2556,258.6618,146.2204,99.19895,24359.54815000001
ALAGOAS,f,2708105,Santana do Mundaú - AL,398.7014,407.4078,421.3098,445.3516,493.2135,431.3514,430.47,401.1301,352.4009,294.3195,273.0205,241.2881,208.6222,182.5548,111.6551,86.09754,54.68306,27.75382,17.00228,5278.333399999999
ALAGOAS,f,2708204,São Brás - AL,246.6744,258.6144,279.5559,314.7414,290.5827,276.8325,239.4024,240.8881,231.4786,187.7933,202.2189,175.2293,137.0287,99.12161,96.53958,68.2573,54.44229,17.96116,16.48478,3433.84732
ALAGOAS,f,2708303,São José da Laje - AL,980.5642,984.0991,1016.204,1154.542,1201.925,1008.767,823.6479,888.0432,769.5766,724.8058,629.4807,451.6062,450.6666,346.3617,255.8228,196.3774,129.3806,64.14734,51.48794,12127.50608
ALAGOAS,f,2708402,São José da Tapera - AL,1565.998,1496.731,1480.669,1600.872,1699.378,1316.987,1206.474,963.1661,948.2083,817.0794,696.4058,621.4137,486.1668,374.7534,327.292,268.3218,156.1336,80.12043,65.8176,16171.987930000001
ALAGOAS,f,2708501,São Luís do Quitunde - AL,1592.009,1540.626,1521.245,1808.692,1817.539,1543.105,1267.054,1247.174,1213.079,939.2284,779.4657,605.7014,498.4693,390.0502,252.6103,183.7499,109.5341,56.4531,33.98671,17399.77211
ALAGOAS,f,2708600,São Miguel dos Campos - AL,2438.154,2513.8,2615.694,2817.079,2808.536,2704.741,2546.217,2465.79,2083.39,1752.93,1502.658,1299.199,915.7271,756.94,522.3633,360.9622,211.7333,124.7296,75.91895,30516.562449999998
ALAGOAS,f,2708709,São Miguel dos Milagres - AL,325.7621,340.3311,369.9896,363.6139,336.6284,340.804,325.0029,336.9433,310.9726,253.9293,205.1861,171.8181,136.1156,127.1757,74.31343,67.39101,37.26593,25.21255,11.95518,4160.410800000001
ALAGOAS,f,2708808,São Sebastião - AL,1418.488,1435.531,1489.86,1602.315,1619.261,1429.538,1394.271,1352.994,1116.965,953.0904,836.201,717.9294,594.6521,516.216,380.0652,244.9564,164.5541,90.1698,48.45279,17405.510190000005
ALAGOAS,f,2708907,Satuba - AL,516.1403,543.9024,600.8026,749.1985,856.2648,764.6264,714.155,687.4289,595.6121,604.5966,547.5317,394.0883,310.4377,212.0658,147.6865,104.5341,59.08557,32.40839,14.46538,8455.031040000002
ALAGOAS,f,2708956,Senador Rui Palmeira - AL,680.1683,652.4094,672.8632,723.0128,716.4997,604.4882,537.499,402.3751,387.6578,339.9681,330.6504,268.6845,209.9979,161.6167,148.4723,104.8713,67.83296,35.06515,21.27991,7065.412720000001
ALAGOAS,f,2709004,Tanque d'Arca - AL,181.7234,193.5153,227.8026,230.8306,229.8823,231.9054,216.5447,221.6824,214.9534,185.5527,157.763,146.028,127.0552,111.3407,91.85578,71.17119,44.90246,29.2257,11.01934,2924.7541699999992
ALAGOAS,f,2709103,Taquarana - AL,741.2637,790.274,881.9052,897.2419,859.0921,781.7797,746.5296,826.1828,665.9509,608.5842,570.221,493.699,427.1307,392.6414,305.3864,226.3978,126.5313,62.04544,49.3673,10452.224440000002
ALAGOAS,f,2709152,Teotônio Vilela - AL,1971.343,1977.592,2051.653,2246.382,2218.257,1895.197,1744.76,1730.533,1544.428,1278.873,1084.9,884.4744,720.6644,603.3063,410.3857,289.0958,161.5239,82.03299,52.23366,22947.635150000002
ALAGOAS,f,2709202,Traipu - AL,1217.745,1226.809,1267.097,1366.064,1322.291,1011.822,887.0699,870.0899,781.8714,667.1745,675.322,528.9813,462.6075,377.2797,301.8186,231.7757,154.745,87.95263,47.40674,13485.922869999999
ALAGOAS,f,2709301,União dos Palmares - AL,2551.598,2616.192,2788.503,3118.463,3170.396,2746.269,2563.778,2529.303,2258.196,2022.883,1715.311,1396.775,1176.123,995.3693,758.1842,537.4011,333.495,172.2022,121.7655,33572.2073
ALAGOAS,f,2709400,Viçosa - AL,881.8879,921.8609,1027.691,1101.001,1129.358,991.9408,915.9927,871.8782,922.7386,767.6544,697.0155,606.9995,496.7775,425.9076,286.9145,210.2792,134.9663,77.47084,50.60691,12518.941350000003
ALAGOAS,m,2700102,Água Branca - AL,866.2645,902.6409,955.7063,1008.468,922.5349,766.8334,663.5935,622.7204,569.5679,493.4827,453.7569,423.321,290.581,270.0547,228.6388,167.0171,95.28819,36.34456,23.8143,9760.62905
ALAGOAS,m,2700201,Anadia - AL,639.481,677.902,750.9322,758.5787,748.6477,658.8266,550.6979,590.1635,509.9528,472.9062,439.7842,388.1033,288.0984,235.366,174.8164,100.6056,84.27647,27.89682,24.47785,8121.513639999999
ALAGOAS,m,2700300,Arapiraca - AL,8512.331,8941.819,9573.908,10198.38,10930.48,9766.585,9048.639,8476.875,7727.68,6303.695,5950.521,4789.503,3594.399,2896.961,2200.622,1491.597,795.3436,374.4918,179.0479,111752.87830000001
ALAGOAS,m,2700409,Atalaia - AL,2172.319,2207.345,2255.977,2465.952,2328.772,1903.972,1608.79,1661.987,1502.339,1191.491,999.4259,846.7306,689.758,554.96,440.1478,248.0539,138.7136,69.16932,38.48459,23324.38771
ALAGOAS,m,2700508,Barra de Santo Antônio - AL,771.4738,766.2627,765.6303,847.3571,905.87,751.2561,577.5441,607.6597,491.7406,467.041,360.203,295.8045,243.2942,176.8175,119.3315,82.10048,37.45731,20.05059,12.39223,8299.28671
ALAGOAS,m,2700607,Barra de São Miguel - AL,362.0417,376.7418,421.7529,381.7126,451.3842,405.1723,324.9968,311.3843,286.2923,271.6787,203.6825,181.295,109.7243,93.47068,54.52328,34.50811,18.41492,8.018628,3.095862,4299.89088
ALAGOAS,m,2700706,Batalha - AL,736.2648,744.7936,778.0322,914.8995,882.2359,803.921,798.5869,673.4144,572.1824,442.7522,449.3339,408.6745,270.2292,239.5407,179.142,128.1111,66.43711,26.83052,16.75934,9132.141269999998
ALAGOAS,m,2700805,Belém - AL,120.1955,134.0841,153.429,159.5229,168.528,148.9568,124.6027,134.7161,131.8163,126.4833,119.3092,79.82777,74.74104,50.78456,60.28756,41.49465,24.11511,9.084591,7.57381,1869.5529910000005
ALAGOAS,m,2700904,Belo Monte - AL,282.3268,296.4808,311.296,354.4492,352.8386,308.4463,252.9799,244.7515,198.2395,200.6046,187.1623,180.3845,121.2197,91.10516,82.16164,38.83168,40.99326,15.7729,8.421457,3568.465797
ALAGOAS,m,2701001,Boca da Mata - AL,1035.691,1073.402,1164.032,1330.022,1211.305,1025.511,883.04,939.5574,832.3933,708.8435,610.5829,566.9676,446.6461,377.2681,274.8101,176.3701,99.89499,40.28458,25.55889,12822.18056
ALAGOAS,m,2701100,Branquinha - AL,457.7226,472.9637,487.2804,530.2124,486.1918,413.3301,330.6042,326.9947,300.4473,257.2066,230.2908,177.8914,191.5741,130.5501,123.7696,71.08355,29.9909,13.33957,8.823169,5040.266989000001
ALAGOAS,m,2701209,Cacimbinhas - AL,422.79,442.0367,474.0566,504.5441,497.2243,411.331,370.2124,361.1914,323.8148,269.2869,263.8924,234.571,168.6567,148.6732,121.7062,81.2288,52.39494,22.3935,18.31198,5188.31692
ALAGOAS,m,2701308,Cajueiro - AL,969.0185,987.6,1023.47,1186.354,1059.206,825.7917,743.2203,797.8553,640.8333,540.0248,470.6272,373.4896,300.9463,228.5373,172.0925,107.6476,65.92331,33.30446,22.55821,10548.50038
ALAGOAS,m,2701357,Campestre - AL,308.1094,316.9653,333.0163,385.4571,336.7847,249.4381,206.9001,240.8549,228.0786,186.5255,164.555,129.7163,94.75687,76.40338,53.24874,49.02291,25.28951,16.82755,7.208781,3409.159041
ALAGOAS,m,2701407,Campo Alegre - AL,2882.635,3068.245,2951.109,3153.862,3362.342,2564.922,2573.235,2236.874,1828.864,1417.147,1173.575,898.7963,735.03,589.6562,476.1007,276.8972,132.4003,54.0932,25.83107,30401.61497
ALAGOAS,m,2701506,Campo Grande - AL,347.976,357.0795,372.1297,412.0141,428.2465,345.09,308.1894,281.6023,279.8084,235.853,225.4796,183.967,139.7301,141.1069,88.71275,66.60912,40.71682,22.25203,8.597722,4285.1609419999995
ALAGOAS,m,2701605,Canapi - AL,823.7602,815.711,870.1829,860.284,796.4324,653.8914,537.2724,493.8963,527.8182,404.0572,426.9444,345.0902,255.7763,205.5102,208.7827,134.1415,74.02133,31.58304,20.46871,8485.624379999997
ALAGOAS,m,2701704,Capela - AL,645.3434,654.5111,713.602,800.1649,755.1459,571.9206,472.3226,529.6933,463.403,410.121,366.9262,302.033,254.8524,230.1608,156.2571,126.4266,59.26075,32.33671,26.43389,7570.91525
ALAGOAS,m,2701803,Carneiros - AL,554.5096,528.2583,499.6833,503.7452,475.3429,384.9128,331.8763,315.4686,253.5917,216.4567,213.3526,149.1223,111.6187,80.73427,74.39941,49.45924,36.7113,13.81643,12.27106,4805.33071
ALAGOAS,m,2701902,Chã Preta - AL,292.7327,303.689,356.4073,349.6539,308.9349,249.891,205.4347,246.3999,228.2052,194.2974,175.2653,130.7739,103.2997,86.72433,72.40395,43.63415,28.68621,13.43892,7.370166,3397.2426259999997
ALAGOAS,m,2702009,Coité do Nóia - AL,364.2209,385.6649,425.0916,449.892,464.0717,348.4811,318.1008,308.4109,292.339,261.1849,286.3302,251.2598,180.4818,160.9053,134.9743,89.54032,52.52776,28.00622,15.54401,4817.02751
ALAGOAS,m,2702108,Colônia Leopoldina - AL,1041.49,1043.808,1049.816,1152.926,1125.952,891.3077,697.3035,816.5972,694.8864,587.641,495.4081,392.8378,346.9469,258.731,189.3155,129.4382,80.94391,39.10905,24.02193,11058.48019
ALAGOAS,m,2702207,Coqueiro Seco - AL,217.749,227.5388,243.4498,277.6356,252.2522,241.541,207.7955,220.086,195.7798,181.0106,133.4176,132.551,106.7664,81.98012,59.91647,29.62665,22.61646,9.781133,5.382482,2846.8766150000006
ALAGOAS,m,2702306,Coruripe - AL,608.6746,607.2985,603.9233,726.0458,744.8678,584.6373,507.0309,534.882,450.1506,373.2775,339.2783,252.0218,206.7722,146.3667,96.05928,64.28465,38.64009,17.8795,10.7458,6912.836619999999
ALAGOAS,m,2702355,Craíbas - AL,1011.832,1021.403,1071.711,1097.495,1160.222,962.1823,881.0198,765.352,716.7102,570.701,615.6649,494.1021,412.4369,314.8841,265.5863,162.9838,82.39063,43.80058,23.29385,11673.77146
ALAGOAS,m,2702405,Delmiro Gouveia - AL,2055.44,2175.776,2371.253,2357.347,2279.932,1960.233,1849.164,1783.599,1579.224,1374.688,1221.169,1105.48,787.0408,641.1332,544.9869,351.1682,179.9477,87.14766,53.6341,24758.363559999994
ALAGOAS,m,2702504,Dois Riachos - AL,425.2093,443.0506,470.2694,557.5752,520.071,444.8668,369.1666,337.7619,340.1238,286.0778,279.88,232.3821,182.8799,135.3661,116.7418,95.62195,47.05446,22.9005,15.92712,5322.926329999999
ALAGOAS,m,2702553,Estrela de Alagoas - AL,651.1031,711.5123,791.0673,767.9537,686.1402,627.4793,563.2695,606.0254,580.9295,455.5949,466.7382,405.5129,316.1384,304.8297,247.786,184.951,112.246,47.74202,26.0527,8553.072119999999
ALAGOAS,m,2702603,Feira Grande - AL,855.8667,888.5111,922.1275,983.2103,972.0285,863.1741,728.4053,727.4601,699.2338,509.1442,531.5573,446.7709,350.1573,273.2888,226.812,165.7321,84.17334,41.7203,27.36948,10296.743120000001
ALAGOAS,m,2702702,Feliz Deserto - AL,201.1067,202.5525,194.4991,209.4889,219.9065,224.0558,176.8758,170.1738,147.8979,115.69,90.64964,121.7379,67.87631,60.00001,40.19427,27.20148,16.18123,8.064669,5.455085,2299.607594000001
ALAGOAS,m,2702801,Flexeiras - AL,545.921,548.9741,578.4924,641.6557,629.1657,488.8805,363.4254,379.9512,373.6404,329.8019,303.7417,256.9121,210.98,176.7566,136.4258,94.98462,44.30964,24.64295,14.59691,6143.258620000001
ALAGOAS,m,2702900,Girau do Ponciano - AL,1903.929,1926.385,1940.177,2123.577,2125.218,1840.577,1601.994,1465.056,1384.04,1012.44,1013.58,793.1208,650.6898,519.5959,400.3545,276.6618,133.4787,68.70904,40.61639,21220.199930000006
ALAGOAS,m,2703007,Ibateguara - AL,679.6652,698.84,735.7075,774.1497,765.6601,577.0263,472.4207,463.732,442.5693,357.6239,334.5816,306.857,229.9111,224.5807,140.8018,109.236,59.98061,31.00225,25.00015,7429.34591
ALAGOAS,m,2703106,Igaci - AL,906.7368,997.5447,1075.363,1098.286,988.4121,825.8314,770.8381,818.2483,815.4162,626.8488,639.3436,534.5425,483.8708,401.9404,333.8126,233.6381,120.7412,54.15641,33.55317,11759.124179999999
ALAGOAS,m,2703205,Igreja Nova - AL,990.7534,1039.228,1121.213,1096.151,1093.607,1069.264,1042.508,934.0826,805.9938,696.952,572.4871,515.8621,449.3291,326.2448,230.133,150.0473,99.95559,53.8292,37.19197,12324.832960000002
ALAGOAS,m,2703304,Inhapi - AL,844.1822,839.225,886.2865,884.7097,861.1609,606.7193,587.9682,525.1113,513.2889,414.8145,430.4285,316.9186,254.8988,230.4197,177.6906,122.4202,76.8694,40.25313,20.38621,8633.75164
ALAGOAS,m,2703403,Jacaré dos Homens - AL,220.0802,225.5344,249.6485,238.6072,229.0616,199.9513,169.9855,174.1203,165.7178,145.4032,124.1719,115.2227,100.3399,64.45067,50.24427,39.96404,17.21386,10.26141,6.206986,2546.185736
ALAGOAS,m,2703502,Jacuípe - AL,302.512,303.6168,298.7339,371.7496,360.3558,291.3342,238.6636,241.8922,230.0702,188.9735,140.0814,150.2702,102.905,74.88994,70.02177,40.29664,27.46535,8.710475,10.24732,3452.7898949999994
ALAGOAS,m,2703601,Japaratinga - AL,393.9533,400.6268,387.6251,453.6796,402.8594,330.6986,303.7675,290.8232,296.4407,200.5653,185.8352,144.0985,123.3414,106.5194,74.74358,50.04675,24.8746,10.98163,6.821233,4188.301793
ALAGOAS,m,2703700,Jaramataia - AL,215.2702,222.9916,241.7829,253.9449,252.0619,237.447,217.1909,206.7401,176.4766,136.3895,166.5804,118.7343,90.51133,68.6509,57.6501,35.32075,21.04476,9.821547,6.05168,2734.661367
ALAGOAS,m,2703759,Jequiá da Praia - AL,2492.727,2588.84,2735.988,2950.956,2791.78,2432.346,2386.186,2413.538,2076.011,1653.892,1446.348,1173.363,891.3792,702.2403,458.9499,289.8874,161.9912,66.04469,40.91799,29753.385680000003
ALAGOAS,m,2703809,Joaquim Gomes - AL,1135.37,1132.523,1182.262,1259.795,1195.184,858.3458,762.601,748.9888,708.3271,589.3048,518.324,473.9105,384.4818,320.3434,203.837,153.8689,67.85277,30.64741,25.95271,11751.919989999997
ALAGOAS,m,2703908,Jundiá - AL,150.9325,156.195,161.4734,180.0949,167.6739,147.3846,115.941,123.6357,129.8151,119.3714,113.6747,102.2106,86.66046,61.66156,40.31418,33.26238,18.47084,6.968925,5.963371,1921.7045159999998
ALAGOAS,m,2704005,Junqueiro - AL,857.0974,900.9788,965.8611,1108.674,1047.077,955.956,817.2296,864.0897,728.527,598.7467,598.2697,500.1521,383.735,341.0986,250.9235,163.4514,107.719,42.39699,26.63574,11258.619329999998
ALAGOAS,m,2704104,Lagoa da Canoa - AL,571.1145,613.1036,694.2203,793.1868,793.4177,655.2926,577.5018,547.7202,517.9723,404.8451,439.3963,338.798,270.3198,259.4698,218.4661,142.9134,73.9907,42.11138,22.38963,7976.230010000001
ALAGOAS,m,2704203,Limoeiro de Anadia - AL,1067.509,1115.852,1179.03,1352.026,1283.658,1192.412,1121.995,1072.204,1007.957,794.6604,778.4669,619.5098,489.2743,401.4127,320.399,221.6374,130.0293,56.35459,26.11475,14230.50214
ALAGOAS,m,2704302,Maceió - AL,32722.92,34610.97,39182.55,42745.22,46526.62,41708.05,39459.69,38305.82,35408.53,31233.02,27632.56,22621.97,17587.18,12770.66,8661.731,5042.057,2801.167,1195.138,610.7634,480826.6164
ALAGOAS,m,2704401,Major Isidoro - AL,779.0291,805.4981,864.1164,900.16,872.1573,755.6774,659.6962,596.3234,630.6175,543.3079,537.1236,400.1504,320.0218,257.2875,219.3002,167.4785,90.94871,49.14372,23.9431,9471.980830000002
ALAGOAS,m,2704500,Maragogi - AL,1712.66,1717.772,1707.327,1857.705,1866.857,1571.359,1249.649,1265.561,1205.547,937.6713,764.518,660.6639,459.8088,411.1123,284.2736,172.2156,92.27183,36.14208,22.14255,17995.256960000002
ALAGOAS,m,2704609,Maravilha - AL,303.4448,324.8894,381.1429,350.2816,387.3714,303.7009,292.9823,298.5282,240.2726,207.3657,229.2417,208.1946,158.8141,125.683,97.53097,86.04933,45.38521,18.53448,17.37115,4076.7843399999997
ALAGOAS,m,2704708,Marechal Deodoro - AL,2173.64,2202.983,2355.507,2692.11,2658.644,2280.089,1949.63,2057.692,1872.859,1693.908,1421.587,1153.413,971.8528,716.6001,459.0146,285.1659,137.2096,64.71169,32.81363,27179.430319999996
ALAGOAS,m,2704807,Maribondo - AL,415.575,447.9387,504.4777,550.6391,515.8539,481.9583,427.5383,440.8445,406.7465,341.6746,276.5519,259.3719,225.3841,186.5743,152.5903,103.8817,62.1116,33.16133,17.70231,5850.576040000001
ALAGOAS,m,2704906,Mar Vermelho - AL,106.0348,118.4856,144.4331,156.5281,148.38,101.4388,94.11239,115.6894,126.2356,107.8758,96.41975,82.48418,65.21558,57.44012,45.81324,29.3776,18.50232,11.83549,6.303041,1632.604911
ALAGOAS,m,2705002,Mata Grande - AL,1153.943,1169.938,1232.759,1223.463,1107.133,922.3464,737.1226,750.9585,680.9829,559.2498,556.7903,491.0722,368.157,305.0136,276.9818,173.0914,121.8894,45.13317,33.49197,11909.517039999999
ALAGOAS,m,2705101,Matriz de Camaragibe - AL,978.0708,992.4487,1086.644,1156.817,1128.574,863.0801,701.7923,774.5447,719.5872,632.158,522.9113,410.844,354.3197,286.1593,202.3072,135.1504,70.40432,43.99059,26.0266,11085.830209999996
ALAGOAS,m,2705200,Messias - AL,946.0905,944.8049,970.8817,1002.656,1029.421,744.7798,658.254,656.0333,571.5787,472.0655,376.85,308.3856,236.0408,190.2449,128.7956,97.44398,56.84541,27.34151,13.98032,9432.49352
ALAGOAS,m,2705309,Minador do Negrão - AL,172.8544,193.9379,204.8738,216.8621,242.1972,206.9739,176.9188,179.0358,187.0868,145.611,135.0818,105.6795,89.70217,84.131,86.02381,48.60348,27.15695,9.178413,5.174846,2517.083669
ALAGOAS,m,2705408,Monteirópolis - AL,300.7695,301.7779,305.8651,328.3153,315.6682,265.0536,206.3701,210.9136,201.3616,172.0266,142.3006,131.0814,105.3667,73.18356,62.81731,50.97373,23.80779,16.28311,9.905614,3223.841314
